Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Patrimonio S/.,Partícipes N
Inst Deuda Duración Flexibl $,BBVA Distributivo $ FMIV CONTINENTAL FM,CONTINENTAL FM,20/12/2023,$,103.26,0.0239,0.0024,,,,,,,,,,28618052.81,107.0
Inst Deuda Duración Flexibl $,BBVA Super $ 10 CONTINENTAL FM,CONTINENTAL FM,5/7/23,$,106.11,0.0281,0.0265,,,,,,,,,,59042325.39,186.0
Inst Deuda Duración Flexibl $,BBVA SUPER $ 11 CONTINENTAL FM,CONTINENTAL FM,1/9/23,$,105.03,0.0276,0.0178,,,,,,,,,,66064287.23,187.0
Inst Deuda Duración Flexibl $,BBVA Super $ 12 CONTINENTAL FM,CONTINENTAL FM,2/11/23,$,104.08,0.0259,0.0088,,,,,,,,,,71412176.96,207.0
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 13 CONTINENTAL FM,CONTINENTAL FM,21/12/2023,$,102.87,0.0254,0.0,,,,,,,,,,48081050.11,137.0
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 14 CONTINENTAL FM,CONTINENTAL FM,7/3/24,$,102.27,0.015,,,,,,,,,,,123044865.66,320.0
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VI CREDIFONDO SAF,CREDIFONDO SAF,19/12/2023,$,102.91,0.0236,0.004,,,,,,,,,,36578122.26,122.0
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VII CREDIFONDO SAF,CREDIFONDO SAF,17/06/2024,$,100.53,0.0008,,,,,,,,,,,25952105.06,93.0
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 4Y VI CREDIFONDO SAF,CREDIFONDO SAF,11/8/22,$,107.43,0.0233,0.0599,-0.0105,,,,,,,,,25067948.09,107.0
Inst Deuda Duración Flexibl $,CC RENTA OPTIM INST V CREDIFONDO SAF,CREDIFONDO SAF,2/4/24,$,101.21,0.0119,,,,,,,,,,,53602494.02,25.0
Inst Deuda Duración Flexibl $,CC RENTA OPTIMIZAD DOLARES II CREDIFONDO SAF,CREDIFONDO SAF,13/06/2023,$,0.0,,0.0265,,,,,,,,,,,1.0
Inst Deuda Duración Flexibl $,CC RENTA OPTIMIZAD DOLARES IV CREDIFONDO SAF,CREDIFONDO SAF,26/06/2023,$,105.18,0.0266,0.0236,,,,,,,,,,26444668.86,116.0
Inst Deuda Duración Flexibl $,CC RENTA OPTIMIZAD DOLARES VI CREDIFONDO SAF,CREDIFONDO SAF,25/07/2023,$,104.64,0.0237,0.0207,,,,,,,,,,86188975.16,257.0
Inst Deuda Duración Flexibl $,CRED DEUDA CORP LATAM HY CREDIFONDO SAF,CREDIFONDO SAF,24/01/2019,$,119.38,0.0489,0.0655,-0.0884,0.0034,0.0484,0.1111,,,,,,109069813.77,101.0
Inst Deuda Duración Flexibl $,FdF IF XXVII Rend Global 321 INTERFONDO,INTERFONDO,17/05/2024,$,50.42,0.0056,,,,,,,,,,,29052794.99,175.0
Inst Deuda Duración Flexibl $,IF Enfoque LATAM INTERFONDO,INTERFONDO,7/9/17,$,46.12,0.0193,0.0519,-0.1299,-0.0481,0.0285,0.0622,-0.0359,-0.0129,,,,9154329.2,112.0
Inst Deuda Duración Flexibl $,IF LIBRE DISPONIBILIDAD INTERFONDO,INTERFONDO,7/7/15,$,0.0,,0.0428,0.0145,0.0041,0.0099,0.0213,0.0171,0.0094,0.0062,0.0018,,2486392757.64,20331.0
Inst Deuda Duración Flexibl $,INTERFONDO-IF LIBRE DISPONIBILIDAD SERIE A,INTERFONDO,7/7/15,$,116.31,,,,,,,,,,,,,20115.0
Inst Deuda Duración Flexibl $,INTERFONDO-IF LIBRE DISPONIBILIDAD SERIE B,INTERFONDO,7/7/15,$,116.32,,,,,,,,,,,,,159.0
Inst Deuda Duración Flexibl $,INTERFONDO-IF LIBRE DISPONIBILIDAD SERIE C,INTERFONDO,7/7/15,$,116.31,,,,,,,,,,,,,57.0
Inst Deuda Duración Flexibl $,SURA PLAZO DEFINIDO $ II FONDOS SURA SAF,FONDOS SURA SAF,14/12/2023,$,103.01,0.0247,0.0027,,,,,,,,,,21865136.51,128.0
Inst Deuda Duración Flexibl S/,IF LIBRE DISPONIBILIDAD S/. INTERFONDO,INTERFONDO,7/5/15,S/.,0.0,,,,,,0.0273,0.0267,0.0358,0.0383,0.0189,,1586762920.43,36555.0
Inst Deuda Duración Flexibl S/,INTERFONDO-IF LIBRE DISPONIBILIDAD S/. SERIE A,INTERFONDO,7/5/15,S/.,133.9,0.027,0.0639,0.0395,0.0052,,,,,,,,,36164.0
Inst Deuda Duración Flexibl S/,INTERFONDO-IF LIBRE DISPONIBILIDAD S/. SERIE B,INTERFONDO,7/5/15,S/.,134.57,0.028,0.0654,0.0407,0.0064,,,,,,,,,169.0
Inst Deuda Duración Flexibl S/,INTERFONDO-IF LIBRE DISPONIBILIDAD S/. SERIE C,INTERFONDO,7/5/15,S/.,133.91,,,,,,,,,,,,,222.0
Inst Deuda Duración Flexibl S/,SURA DEUDA SOBER. DISTRIB. S/ FONDOS SURA SAF,FONDOS SURA SAF,26/04/2023,S/.,109.39,0.0113,0.0473,,,,,,,,,,37470755.08,197.0
Inst Deuda Duración Flexibl S/,SURA PLAZO DEFINIDO S/ III FONDOS SURA SAF,FONDOS SURA SAF,26/09/2023,S/.,105.73,0.0368,0.0198,,,,,,,,,,103315031.35,23.0
Inst Deuda Duración Flexibl S/,Sura Plazo Definido S/ IV FONDOS SURA SAF,FONDOS SURA SAF,17/05/2024,S/.,100.63,0.0062,,,,,,,,,,,115219923.63,10.0
Fondo Bursátil - ETF,VANECK EL DOORADO PERU ETF EL DORADO SAF,EL DORADO SAF,11/3/21,$,12.49,0.1439,0.2915,0.0086,-0.1739,,,,,,,,397579340.44,1.0
Instrumento de Deuda,BBVA DISTRIBUTIVO $ II CONTINENTAL FM,CONTINENTAL FM,2/4/24,$,101.41,0.0095,,,,,,,,,,,28745976.09,82.0
Instrumento de Deuda,BBVA SUPER DOLARES 15 CONTINENTAL FM,CONTINENTAL FM,26/04/2024,$,101.55,0.0088,,,,,,,,,,,107653253.78,364.0
Instrumento de Deuda,BBVA SUPER DOLARES 16 CONTINENTAL FM,CONTINENTAL FM,11/6/24,$,100.86,0.0027,,,,,,,,,,,105865877.53,328.0
