timestamp,first,last,annualized_return,ticker
2014-12-31,36.53,11.16,-0.69449767314536,NUGT
2015-12-31,18.56,24.28,0.3081896551724139,NUGT
2016-12-31,25.67,7.64,-0.7023763147643163,NUGT
2017-12-31,11.08,31.7,1.8610108303249095,NUGT
2018-12-31,32.39,17.5,-0.4597097869712874,NUGT
2019-12-31,21.34,34.84,0.63261480787254,NUGT
2020-12-31,33.02,69.4,1.10175651120533,NUGT
2021-12-31,62.81,51.14,-0.1857984397388951,NUGT
2022-12-31,44.85,34.47,-0.2314381270903011,NUGT
2023-12-31,42.38,34.78,-0.1793298725814063,NUGT
2024-12-31,27.85,53.52,0.9217235188509874,NUGT
2009-12-31,41.53,31.2,-0.24873585359980743,TMF
2010-12-31,33.49,34.45,0.028665273215885412,TMF
2011-12-31,31.21,71.52,1.2915732137135532,TMF
2012-12-31,70.45,71.81,0.019304471256210043,TMF
2013-12-31,64.93,43.6,-0.3285076235946405,TMF
2014-12-31,52.09,86.04,0.6517565751583798,TMF
2015-12-31,112.72,74.23,-0.3414655784244144,TMF
2016-12-31,87.4,18.09,-0.793020594965675,TMF
2017-12-31,18.36,22.11,0.20424836601307184,TMF
2018-12-31,19.95,19.37,-0.029072681704260583,TMF
2019-12-31,19.45,25.84,0.32853470437018006,TMF
2020-12-31,31.99,35.14,0.09846827133479219,TMF
2021-12-31,31.33,28.14,-0.10181934248324287,TMF
2022-12-31,24.82,7.62,-0.6929895245769541,TMF
2023-12-31,9.32,64.58,5.929184549356223,TMF
2024-12-31,59.26,57.35,-0.03223084711441104,TMF
1999-12-31,31.06,31.06,0.0,XLY
2000-12-31,27.2,25.59,-0.05919117647058825,XLY
2001-12-31,28.57,28.6,0.0010500525026251317,XLY
2002-12-31,29.54,23.11,-0.2176709546377793,XLY
2003-12-31,22.34,31.49,0.40957923008057295,XLY
2004-12-31,31.31,35.29,0.12711593740019156,XLY
2005-12-31,33.78,32.65,-0.03345174659561878,XLY
2006-12-31,33.23,38.42,0.1561841709298828,XLY
2007-12-31,39.46,32.7,-0.17131272174353773,XLY
2008-12-31,32.58,21.57,-0.33793738489871084,XLY
2009-12-31,19.28,29.77,0.5440871369294604,XLY
2010-12-31,28.91,37.41,0.29401591144932526,XLY
2011-12-31,37.18,39.02,0.049488972565895795,XLY
2012-12-31,41.32,47.4391,0.148090513068732,XLY
2013-12-31,50.13,66.83,0.33313385198483925,XLY
2014-12-31,62.82,72.15,0.14851957975167163,XLY
2015-12-31,69.99,78.1608,0.1167423917702528,XLY
2016-12-31,74.11,81.4,0.0983672918634464,XLY
2017-12-31,84.83,98.69,0.1633855947188494,XLY
2018-12-31,107.81,99.01,-0.0816250811613023,XLY
2019-12-31,108.78,125.42,0.1529692958264386,XLY
2020-12-31,125.32,160.78,0.2829556335780403,XLY
2021-12-31,162.01,204.44,0.2618974137398926,XLY
2022-12-31,184.95,129.16,-0.30164909434982423,XLY
2023-12-31,148.7,178.81,0.202488231338265,XLY
2024-12-31,170.92,199.67,0.16820734846711916,XLY
