Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Standard Dev,Return Lowest,Return Highest,Avg Return Arithmetic,Patrimonio S/.,Partícipes N
Fondo de Fondos,SFdF DISTRIBUTIVO IG SCOTIA FONDOS,SCOTIA FONDOS,11/3/20,$,936.68,-0.0046,0.0315,-0.1167,-0.0233,0.0585,,,,,,,0.06708429026,-0.1167,0.0585,-0.0109,226009983.2,343
Fondo de Fondos,SFdF Igualdad de Genero SCOTIA FONDOS,SCOTIA FONDOS,17/09/2021,$,10.36,0.114,0.143,-0.2236,0.0489,,,,,,,,0.1674712388,-0.2236,0.1430,0.0206,7567654.36,76
Fondo de Fondos,SURA ACC. NORTEAMERICANAS FONDOS SURA SAF,FONDOS SURA SAF,21/02/2014,$,26.34,0.1407,0.2341,-0.1909,0.1929,0.1781,0.2678,-0.0723,0.1765,0.0867,-0.0039,0.0867,0.1392251133,-0.1909,0.2678,0.0997,89678188.01,749
Fondo de Fondos,SURA ACCIONES GLOBALES FONDOS SURA SAF,FONDOS SURA SAF,24/07/2018,$,14.79,0.0953,0.1976,-0.2098,0.1377,0.129,0.2325,-0.107,,,,,0.1637979243,-0.2098,0.2325,0.0679,42033760.3,463
Fondo de Fondos,SURA BONOS GLOBALES FONDOS SURA SAF,FONDOS SURA SAF,26/09/2017,$,0,,,,,,,,-1,,,,#DIV/0!,-1.0000,-1.0000,-1.0000,61372476.05,325
Fondo de Fondos,FONDOS SURA SAF-SURA BONOS GLOBALES SERIE A,FONDOS SURA SAF,26/09/2017,$,103.9,0.0109,0.0583,-0.0782,-0.0117,0.037,0.0816,-0.0617,,,,,0.05974539632,-0.0782,0.0816,0.0052,,249
Fondo de Fondos,FONDOS SURA SAF-SURA BONOS GLOBALES SERIE B,FONDOS SURA SAF,26/09/2017,$,84.86,-0.0059,0.0189,-0.1094,-0.0433,0.002,0.0713,-0.0733,,,,,0.06042603901,-0.1094,0.0713,-0.0200,,81
Fondo de Fondos,SURA CAPITAL ESTRATEGICO I FONDOS SURA SAF,FONDOS SURA SAF,2/10/13,S/.,0,,,,,,,,,,,,#DIV/0!,0.0000,0.0000,#DIV/0!,12949051.87,324
Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO I SERIE A,FONDOS SURA SAF,2/10/13,S/.,140.35,0.0474,0.0406,-0.1345,0.0105,0.1127,0.0632,0.014,0.0707,0.0074,0.0823,0.0321,0.06398097302,-0.1345,0.1127,0.0315,,204
Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO I SERIE B,FONDOS SURA SAF,2/10/13,S/.,144.03,0.0487,0.0431,-0.1325,0.0129,0.1153,0.0657,0.0164,0.0733,0.0098,0.0849,0.0346,0.06411841035,-0.1325,0.1153,0.0338,,122
Fondo de Fondos,SURA CAPITAL ESTRATEGICO II FONDOS SURA SAF,FONDOS SURA SAF,2/10/13,S/.,0,,,,,,,,,,,,#DIV/0!,0.0000,0.0000,#DIV/0!,20720545.77,476
Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO II SERIE A,FONDOS SURA SAF,2/10/13,S/.,142.54,0.0675,0.0558,-0.1228,0.0156,0.1253,0.0798,-0.025,0.1022,-0.001,0.0572,0.0069,0.06897195477,-0.1228,0.1253,0.0329,,262
Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO II SERIE B,FONDOS SURA SAF,2/10/13,S/.,145.87,0.0688,0.0583,-0.1207,0.018,0.1279,0.0824,-0.0227,0.1048,-0.0014,0.0597,0.0092,0.06920691111,-0.1207,0.1279,0.0349,,220
Fondo de Fondos,SURA DEUDA PRIV. GLOBAL FONDOS SURA SAF,FONDOS SURA SAF,30/06/2022,$,10074.99,0.0052,0,0.0023,,,,,,,,,0.002605762844,0.0000,0.0052,0.0025,107998646.8,292
Fondo de Fondos,Sura Real Estate Global Income FONDOS SURA SAF,FONDOS SURA SAF,5/7/18,$,11498.41,-0.0452,-0.1216,0.0551,0.1873,0.0479,0.0366,0.005,,,,,0.09549159524,-0.1216,0.1873,0.0236,977081116.8,2297
Fondo de Fondos,SURA SELECCION GLOBAL I FONDOS SURA SAF,FONDOS SURA SAF,8/9/16,$,0,,,,,,,,,,,,#DIV/0!,0.0000,0.0000,#DIV/0!,40056741.07,280
Fondo de Fondos,FONDOS SURA SAF-SURA SELECCION GLOBAL I SERIE A,FONDOS SURA SAF,8/9/16,$,126.25,0.0433,0.1079,-0.1232,0.0056,0.0769,0.1241,-0.0563,0.0879,-0.0071,,,0.08179901351,-0.1232,0.1241,0.0288,,277
Fondo de Fondos,FONDOS SURA SAF-SURA SELECCION GLOBAL I SERIE B,FONDOS SURA SAF,8/9/16,$,128.61,0.0446,0.1105,-0.1211,0.008,0.0795,0.1267,-0.0541,0.0908,-0.0064,,,0.08207933831,-0.1211,0.1267,0.0309,,3
Flexible Dólares,BDC DEUDA DIVERSIFICADA FMIV BD CAPITAL SAF,BD CAPITAL SAF,16/03/2021,$,92.02,0.0559,-0.0185,-0.1471,0.0437,,,,,,,,0.09296264483,-0.1471,0.0559,-0.0165,22072655.77,10
Flexible Dólares,SCOTIA DEPÓSITO DISPONIBLE $ SCOTIA FONDOS,SCOTIA FONDOS,17/08/2011,$,11.55,0.0218,0.0057,0.0091,0.0059,0.0139,0.023,0.0176,0.0105,0.0067,0.0056,0.0017,0.00710413452,0.0017,0.0230,0.0110,193362217.7,3341
Flexible Dólares,SF INSTITUCIONAL DE RENTA $ II SCOTIA FONDOS,SCOTIA FONDOS,25/09/2019,$,1033.02,0.0323,0.021,-0.0974,-0.0002,0.0623,0.0213,,,,,,0.0548610153,-0.0974,0.0623,0.0066,32874524.13,16
Inst Deuda Duración Flexibl $,BBVA Distributivo $ FMIV CONTINENTAL FM,CONTINENTAL FM,20/12/2023,$,103.26,0.0239,0.0024,,,,,,,,,,0.0152027958,0.0024,0.0239,0.0132,28618052.81,107
Inst Deuda Duración Flexibl $,BBVA Super $ 10 CONTINENTAL FM,CONTINENTAL FM,5/7/23,$,106.11,0.0281,0.0265,,,,,,,,,,0.00113137085,0.0265,0.0281,0.0273,59042325.39,186
Inst Deuda Duración Flexibl $,BBVA SUPER $ 11 CONTINENTAL FM,CONTINENTAL FM,1/9/23,$,105.03,0.0276,0.0178,,,,,,,,,,0.006929646456,0.0178,0.0276,0.0227,66064287.23,187
Inst Deuda Duración Flexibl $,BBVA Super $ 12 CONTINENTAL FM,CONTINENTAL FM,2/11/23,$,104.08,0.0259,0.0088,,,,,,,,,,0.01209152596,0.0088,0.0259,0.0174,71412176.96,207
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 13 CONTINENTAL FM,CONTINENTAL FM,21/12/2023,$,102.87,0.0254,0,,,,,,,,,,0.01796051224,0.0000,0.0254,0.0127,48081050.11,137
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 14 CONTINENTAL FM,CONTINENTAL FM,7/3/24,$,102.27,0.015,,,,,,,,,,,#DIV/0!,0.0150,0.0150,0.0150,123044865.7,320
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VI CREDIFONDO SAF,CREDIFONDO SAF,19/12/2023,$,102.91,0.0236,0.004,,,,,,,,,,0.01385929291,0.0040,0.0236,0.0138,36578122.26,122
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VII CREDIFONDO SAF,CREDIFONDO SAF,17/06/2024,$,100.53,0.0008,,,,,,,,,,,#DIV/0!,0.0008,0.0008,0.0008,25952105.06,93
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 4Y VI CREDIFONDO SAF,CREDIFONDO SAF,11/8/22,$,107.43,0.0233,0.0599,-0.0105,,,,,,,,,0.03520927908,-0.0105,0.0599,0.0242,25067948.09,107
Inst Deuda Duración Flexibl $,CC RENTA OPTIM INST V CREDIFONDO SAF,CREDIFONDO SAF,2/4/24,$,101.21,0.0119,,,,,,,,,,,#DIV/0!,0.0119,0.0119,0.0119,53602494.02,25
Inst Deuda Duración Flexibl $,CC RENTA OPTIMIZAD DOLARES II CREDIFONDO SAF,CREDIFONDO SAF,13/06/2023,$,0,-1,0.0265,,,,,,,,,,0.7258451109,-1.0000,0.0265,-0.4868,,1
Inst Deuda Duración Flexibl $,CC RENTA OPTIMIZAD DOLARES IV CREDIFONDO SAF,CREDIFONDO SAF,26/06/2023,$,105.18,0.0266,0.0236,,,,,,,,,,0.002121320344,0.0236,0.0266,0.0251,26444668.86,116
Inst Deuda Duración Flexibl $,CC RENTA OPTIMIZAD DOLARES VI CREDIFONDO SAF,CREDIFONDO SAF,25/07/2023,$,104.64,0.0237,0.0207,,,,,,,,,,0.002121320344,0.0207,0.0237,0.0222,86188975.16,257
Inst Deuda Duración Flexibl $,CRED DEUDA CORP LATAM HY CREDIFONDO SAF,CREDIFONDO SAF,24/01/2019,$,119.38,0.0489,0.0655,-0.0884,0.0034,0.0484,0.1111,,,,,,0.06818525989,-0.0884,0.1111,0.0315,109069813.8,101
Inst Deuda Duración Flexibl $,FdF IF XXVII Rend Global 321 INTERFONDO,INTERFONDO,17/05/2024,$,50.42,0.0056,,,,,,,,,,,#DIV/0!,0.0056,0.0056,0.0056,29052794.99,175
Inst Deuda Duración Flexibl $,IF Enfoque LATAM INTERFONDO,INTERFONDO,7/9/17,$,46.12,0.0193,0.0519,-0.1299,-0.0481,0.0285,0.0622,-0.0359,-0.0129,,,,0.06309123637,-0.1299,0.0622,-0.0081,9154329.2,112
Inst Deuda Duración Flexibl $,IF LIBRE DISPONIBILIDAD INTERFONDO,INTERFONDO,7/7/15,$,0,-1,0.0428,0.0145,0.0041,0.0099,0.0213,0.0171,0.0094,0.0062,0.0018,,0.3209080188,-1.0000,0.0428,-0.0873,2486392758,20331
Inst Deuda Duración Flexibl $,INTERFONDO-IF LIBRE DISPONIBILIDAD SERIE A,INTERFONDO,7/7/15,$,116.31,,,,,,,,,,,,#DIV/0!,0.0000,0.0000,#DIV/0!,,20115
Inst Deuda Duración Flexibl $,INTERFONDO-IF LIBRE DISPONIBILIDAD SERIE B,INTERFONDO,7/7/15,$,116.32,,,,,,,,,,,,#DIV/0!,0.0000,0.0000,#DIV/0!,,159
Inst Deuda Duración Flexibl $,INTERFONDO-IF LIBRE DISPONIBILIDAD SERIE C,INTERFONDO,7/7/15,$,116.31,,,,,,,,,,,,#DIV/0!,0.0000,0.0000,#DIV/0!,,57
Inst Deuda Duración Flexibl $,SURA PLAZO DEFINIDO $ II FONDOS SURA SAF,FONDOS SURA SAF,14/12/2023,$,103.01,0.0247,0.0027,,,,,,,,,,0.01555634919,0.0027,0.0247,0.0137,21865136.51,128
Inst Deuda Duración Flexibl S/,IF LIBRE DISPONIBILIDAD S/. INTERFONDO,INTERFONDO,7/5/15,S/.,0,,,,,-1,0.0273,0.0267,0.0358,0.0383,0.0189,,0.4203083995,-1.0000,0.0383,-0.1422,1586762920,36555
Inst Deuda Duración Flexibl S/,INTERFONDO-IF LIBRE DISPONIBILIDAD S/. SERIE A,INTERFONDO,7/5/15,S/.,133.9,0.027,0.0639,0.0395,0.0052,,,,,,,,0.02451298975,0.0052,0.0639,0.0339,,36164
Inst Deuda Duración Flexibl S/,INTERFONDO-IF LIBRE DISPONIBILIDAD S/. SERIE B,INTERFONDO,7/5/15,S/.,134.57,0.028,0.0654,0.0407,0.0064,,,,,,,,0.02465459727,0.0064,0.0654,0.0351,,169
Inst Deuda Duración Flexibl S/,INTERFONDO-IF LIBRE DISPONIBILIDAD S/. SERIE C,INTERFONDO,7/5/15,S/.,133.91,,,,,,,,,,,,#DIV/0!,0.0000,0.0000,#DIV/0!,,222
Inst Deuda Duración Flexibl S/,SURA DEUDA SOBER. DISTRIB. S/ FONDOS SURA SAF,FONDOS SURA SAF,26/04/2023,S/.,109.39,0.0113,0.0473,,,,,,,,,,0.02545584412,0.0113,0.0473,0.0293,37470755.08,197
Inst Deuda Duración Flexibl S/,SURA PLAZO DEFINIDO S/ III FONDOS SURA SAF,FONDOS SURA SAF,26/09/2023,S/.,105.73,0.0368,0.0198,,,,,,,,,,0.01202081528,0.0198,0.0368,0.0283,103315031.4,23
Inst Deuda Duración Flexibl S/,Sura Plazo Definido S/ IV FONDOS SURA SAF,FONDOS SURA SAF,17/05/2024,S/.,100.63,0.0062,,,,,,,,,,,#DIV/0!,0.0062,0.0062,0.0062,115219923.6,10
Fondo Bursátil - ETF,VANECK EL DOORADO PERU ETF EL DORADO SAF,EL DORADO SAF,11/3/21,$,12.49,0.1439,0.2915,0.0086,-0.1739,,,,,,,,0.1981212823,-0.1739,0.2915,0.0675,397579340.4,1
Instrumento de Deuda,BBVA DISTRIBUTIVO $ II CONTINENTAL FM,CONTINENTAL FM,2/4/24,$,101.41,0.0095,,,,,,,,,,,#DIV/0!,0.0095,0.0095,0.0095,28745976.09,82
Instrumento de Deuda,BBVA SUPER DOLARES 15 CONTINENTAL FM,CONTINENTAL FM,26/04/2024,$,101.55,0.0088,,,,,,,,,,,#DIV/0!,0.0088,0.0088,0.0088,107653253.8,364
Instrumento de Deuda,BBVA SUPER DOLARES 16 CONTINENTAL FM,CONTINENTAL FM,11/6/24,$,100.86,0.0027,,,,,,,,,,,#DIV/0!,0.0027,0.0027,0.0027,105865877.5,328
